id,cover,created_at,game_engines,game_modes,genres,keywords,name,parent_game,platforms,player_perspectives,release_dates,screenshots,slug,summary,themes,updated_at,url,websites,checksum,game_type,alternative_names,artworks,external_games,first_release_date,involved_companies,similar_games,storyline,tags,videos,language_supports,collections,age_ratings,aggregated_rating,aggregated_rating_count,hypes,total_rating,total_rating_count,franchises,rating,rating_count,game_localizations,status,game_status,bundles,dlcs,ports,multiplayer_modes,expanded_games,version_parent,version_title,remakes,expansions,remasters,standalone_expansions,franchise,category
326577,,1734689004,,[1],[9],,"Puniru ha Kawaii Slime no Game wo ""Ano Game"" de Tsukuttemita Keredo, Hatashite Anata ha Clear Dekirunoka?",,[130],[4],[679054],,puniru-ha-kawaii-slime-no-game-wo-ano-game-de-tsukuttemita-keredo-hatashite-anata-ha-clear-dekirunoka,"This game is a collection of three mini-games with 150 stages, created by D3 Publisher in collaboration with Dokokade Mita “Ano Ga ”me Tachi wo Bouningen de Tsukuttemita Keredo.",[17],1735867672,https://www.igdb.com/games/puniru-ha-kawaii-slime-no-game-wo-ano-game-de-tsukuttemita-keredo-hatashite-anata-ha-clear-dekirunoka,"[700229, 700230]",c4db7641-c878-b703-dcef-c45565019795,0,,,[2972187],1734566400.0,"[300152, 300153]","[95776, 19222, 23651, 87507, 49414, 41349, 24426, 90839, 89817, 25905]",,"[17, 268435465]",[136117],"[1142829, 1142830]",,[194960],,,,,,,,,[38356],,,,,,,,,,,,,,,
172958,186761.0,1633206435,,"[1, 2]","[5, 13, 32, 33]","[101, 164, 250, 287, 1332, 5789]",Old Coin Pusher Friends,,"[6, 130]","[1, 2]","[319916, 345916]","[645230, 645245, 645250, 645258, 645239]",old-coin-pusher-friends,"This is an online cooperative coin pusher game set in the Old japan that can be enjoyed by one or all. Cooperate with other players and aim for the jackpot. In addition, by collecting prizes, new content is released and coins are easily increased. Online multiplayer for up to five players possible.",[40],1762581343,https://www.igdb.com/games/old-coin-pusher-friends,"[528695, 768944, 528696, 528694, 229242, 528693, 470485]",985233ff-db60-5553-0afb-d0247eb34131,0,[109676],[52978],"[2126725, 2127597, 2600484]",1633651200.0,[153328],"[38967, 43367, 65832, 44242, 87017, 119207, 65827, 55590, 17130, 31515]","Online Multi Play
There are random matching and friend matching where you can play only with your friends. With random matching, you can enjoy a once-in-a-lifetime experience; with friend matching, you can have fun in private; and of course, you can play solo, so you can enjoy the game in your preferred play style.

Co-op event
There is a demon extermination event where you have to kill demons, and a jar game where you have to put coins into a jar like a ball game. It looks easy, but it is quite difficult, but don't be afraid. Don't be afraid, because you can cooperate with other players. However, it's not impossible to clear solo.","[40, 268435461, 268435469, 268435488, 268435489, 536871013, 536871076, 536871162, 536871199, 536872244, 536876701]",[56104],"[504762, 504760]",,"[57429, 57498]",,,,,,,,,[15868],,,,,,,,,,,,,,,
314671,407281.0,1724527488,[64],[1],[16],[5],Zombie Tactics,,[82],[3],[634151],,zombie-tactics,"Tactical turn-based zombie survival game, featuring full story, survival mode, and alternative endings! Lead your team through the zombie apocalypse, earning items and skill points along the way. What ethical choices will you make later in the story?",,1757257155,https://www.igdb.com/games/zombie-tactics,[667325],5401ba18-7968-1194-a0e4-4b227d6c3f40,0,,,[2949474],1419379200.0,,"[60693, 32510, 64902, 80213, 112191, 116127, 28018, 13196, 7615, 115653]",,"[268435472, 536870917]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
375111,501340.0,1761262209,[982],,,,Project Tal,,"[6, 167]",,"[825389, 825390]",,project-tal,"An open-world action Korean mythology RPG. Players will explore a detailed and in-depth world across a single-player adventure inspired by ancient folklore that reimagines Korea’s traditional Tal masks. Engage with an array of threats from massive monsters to formidable swordsmen, making use of enemy weak points, counterattacks, unique abilities, and more.",,1762697093,https://www.igdb.com/games/project-tal,[902337],adbdef23-16d6-7027-a319-d4bb45aeedcf,0,"[194640, 194641]",[211858],[3113883],1830211200.0,"[354955, 354956]",,,,[166073],,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
339164,449906.0,1744130977,,,[8],,Maximum Frustration 2,,,,,[1501622],maximum-frustration-2,,,1758827837,https://www.igdb.com/games/maximum-frustration-2,[725653],11388702-e551-0f4c-dd1e-8a25f7757df1,0,,,[3103306],,,"[370762, 369800, 369440, 369268, 369266, 369261, 369253, 368596, 368387, 367389]",,[268435464],,,,,,,,,,,,,,,,,,,,,,,,,,,,
353816,471200.0,1752008917,[982],[1],"[25, 31, 32]","[537, 2225, 16877]",Serpico,,[6],[1],[767745],"[1581548, 1581549, 1581550, 1581546, 1581547]",serpico,"Serpico is a first-person hack and slash fantasy game set on a mysterious island filled with ancient ruins, divine powers, and lurking darkness.","[1, 17]",1762429503,https://www.igdb.com/games/serpico,"[829444, 829447, 842867, 829442, 829443, 829445, 829446, 829448]",5d994c4e-e8ff-16aa-050a-3f6abdf78ef3,0,,"[178969, 178970]","[3078876, 3079215]",,[329333],"[96217, 106987, 113360, 55199, 103168, 111130, 36198, 24426, 28070, 54775]",,"[1, 17, 268435481, 268435487, 268435488, 536871449, 536873137, 536887789]",[157532],"[1306233, 1306234, 1306235]",,,,,,,,,,,,,,,,,,,,,,,,,,
174111,,1633349310,[64],[1],[13],,Kaboom: The Suicide Bombing Game,,[82],[4],[315601],,kaboom-the-suicide-bombing-game,,,1761554378,https://www.igdb.com/games/kaboom-the-suicide-bombing-game,"[230607, 471076, 230606]",e4102b67-1043-3148-8fb6-68d97cdd72a1,0,[75353],,[2128501],1019001600.0,[151616],"[101573, 105264, 115738, 17613, 112754, 100794, 36346, 65827, 76340, 24620]",,[268435469],,,,,,,,,,,,,,,,,,,,,,,,,,,,
275087,381218.0,1699001399,[507],[1],[32],"[974, 24685, 34876]",Cozy Space Survivors,,[6],,[591371],"[1182346, 1182348, 1182343, 1182344, 1312200, 1312201, 1312202, 1312203]",cozy-space-survivors,"A cozy time survival roguelite in space. You steer the shippy while the shooting happens automatically. Meet cute NPCs, solve small quests, and fight quirky enemies with satisfying weapons. A short experience for people who don't have much time but love playing (and finishing) games.",[1],1756993388,https://www.igdb.com/games/cozy-space-survivors,"[731973, 731974, 731975, 593960, 635343]",05c4c04b-f50c-ea41-4eaa-65c7f3a35eb8,0,[181202],[122049],"[2859206, 2859132]",1714694400.0,,"[113895, 111130, 96217, 106987, 37419, 28309, 25646, 80916, 32902, 43367]",,"[1, 268435488, 536871886, 536895597, 536905788]",[113044],"[834651, 834652, 896305, 907665, 907666, 907667, 907668, 954915, 954916, 987815, 987816, 987865, 987866, 987867, 987868, 987869, 987870]",,,,,,,,,,,,,,,,,,,,,,,,,,
114068,90220.0,1547912132,,[1],"[13, 15, 32]","[1127, 2426]",Cyber Ops,,[6],,[211493],"[282584, 282583, 282587, 282586, 282589, 282588, 282585]",cyber-ops,"Become a military hacker and help your black ops team reach their goal in this noir cyberpunk tactical game. Scan, hack, overtake, control and manage high tech devices, vehicles and even enemy cyborgs with cutting-edge implants.",[1],1758636424,https://www.igdb.com/games/cyber-ops,"[844085, 844086, 844087, 388315, 99502, 99501]",22d7770a-225f-0dbb-f7eb-0a4d270fddfe,0,"[124132, 178966]",[29332],"[1913819, 1775122, 1698264]",1590019200.0,"[203415, 203416]","[36553, 25311, 35994, 65827, 55590, 31515, 36269, 17130, 18623, 37419]","The young nation of Baltia has earned its right to freedom after a long and painful war, but now the stakes are higher than ever before.

You are part of the Geist Division, a secret high-tech unit created by the government to protect the country from all kinds of next-gen threats. As the Operator, your mission is to provide remote support to a group of spec-ops agents deployed in urban terrains. You must control devices and systems with your deep hacking abilities, and scan the environment to provide the safest routes for your squad.","[1, 268435469, 268435471, 268435488, 536872039, 536873338]",,"[292879, 292880, 292881, 292883, 292889, 292886, 292884, 292882, 292885, 292887, 292888]",,,,,1.0,,,,,,,,,,,,,,,,,,,,,
178317,349831.0,1635430129,,[1],"[2, 31, 32]",,Midnight Scenes: The Nanny,,[6],[4],[322390],"[733969, 733970, 733971, 733972, 733973, 733974]",midnight-scenes-the-nanny,The Nanny is a short interactive horror story about the supernatural. Follow siblings Oliver and Tina in their quest to find their nanny after she disappears in the middle of the night. Welcome to a new dimension of horror. Welcome to Midnight Scenes.,[19],1762581482,https://www.igdb.com/games/midnight-scenes-the-nanny,"[240028, 240029, 534276, 736552, 534274, 534275, 240027, 534277, 474736, 536735]",a9a05dcd-51a5-3691-5058-815fe5a2afec,0,"[76949, 194487]",[67284],"[2232287, 2162940, 3009500, 2682668]",1635292800.0,[154894],"[13189, 25222, 111130, 55282, 18011, 27266, 25646, 87514, 81275, 68271]",,"[19, 268435458, 268435487, 268435488]",[85129],"[424911, 424912]",[6237],,,,,,,,,,,,,,,,,,,,,,,,,
272995,347499.0,1697792217,[982],[1],"[8, 9, 31, 32]",,Dragon Bobby: The Story of a Life,,"[6, 49]",[2],"[621178, 541757]","[1172020, 1172021, 1172019, 1172022, 1172023, 1172024, 1172025, 1172026, 1172027, 1172028, 1172029, 1172030, 1172031]",dragon-bobby-the-story-of-a-life,A uniquely beautiful game with third-person exploration and puzzles that tells the story of a man's life from birth. You control a dragon who is an analogy of this man in the story. A true reflection on life.,"[1, 35, 43]",1762429543,https://www.igdb.com/games/dragon-bobby-the-story-of-a-life,"[600905, 590900, 600903, 600904, 600906, 600907]",350384e7-c4e4-2ad9-83a3-29913dc7210c,0,,[120883],"[2931489, 2855354, 2854516]",1702252800.0,[243472],"[20342, 55173, 24426, 28070, 25646, 26223, 55190, 77529, 56033, 89597]",,"[1, 35, 43, 268435464, 268435465, 268435487, 268435488]","[102728, 102729]","[824098, 824099, 824100, 824101]",,"[181697, 181693, 181694, 181695, 181696, 181698]",,,,,,,,,,,,,,,,,,,,,,,,
340720,452098.0,1744839347,,,[33],,The Pool Invasion,,[82],,[729499],[1508620],the-pool-invasion,Use your arrow keys to balance the tower from the first level and for the other levels. Zack and Cody are at the pool and because they got bored they decided to play some funny games that will also get them points. Help Zack and Cody get through every level of the game without their mother seeing them and without getting punished.,,1759348851,https://www.igdb.com/games/the-pool-invasion,,4c7daca1-e410-e8d0-6fa3-36d7d13a619b,0,[188938],,[3105693],1167523200.0,,"[90965, 15827, 68458, 25905, 90788, 87150, 87728, 87170, 78489, 27378]",,[268435489],,,,,,,,,,[6371],,,,,,,,,,,,,,,,,,
325571,426931.0,1734037396,,"[1, 2, 3]",[13],,DCS World: Iraq Map,3769.0,[6],"[1, 2]",[677568],"[1435927, 1435928, 1435929, 1435930, 1435931, 1435932, 1435933, 1435934, 1435935]",dcs-world-iraq-map,"Experience the full scope of Iraq's diverse and historically rich environment with DCS: Iraq. Fly over the entire country, from the deserts of the south to the mountains of the north, and immerse yourself in a landscape that has been the backdrop for some of the most significant air campaigns in history.",,1757138773,https://www.igdb.com/games/dcs-world-iraq-map,"[698275, 698274]",945a9f97-1c0d-18b5-c08c-e7903e06c8af,1,"[163377, 163237, 163236]",,[2968924],1733875200.0,[299360],"[101573, 105264, 115738, 17613, 112754, 100794, 36346, 65827, 76340, 24620]",,[268435469],[135468],"[1134931, 1134932, 1134933, 1134934, 1134935, 1134936, 1134937, 1134938, 1134939, 1134940, 1134941, 1134942, 1134943, 1134944, 1134945, 1134946]",,,,,,,,,,,,,,,,,,,,,,,,,,
150127,225709.0,1622471220,,[1],"[8, 31, 32]",[1387],Belle Boomerang,,"[6, 130]",[4],"[361454, 453390]","[806513, 806517, 806518, 806514, 806515, 806516]",belle-boomerang,"Face off against an army of ever-changing foes and turn their own powers against them in Belle Boomerang!
Play as Belle, the destined heroine, and master her legendary boomerang! Through the effects of a mysterious spell, the beloved monarchs have been transformed into hostile beasts! Defeat them in battle, lift their curse, and infiltrate the corrupted tower to raise the curtain on this evil scheme! But no boomerang alone can save this kingdom... Belle Boomerang will be tossing cherries, soaring through flame-filled skies, possessing ancient statues, and more!","[1, 17]",1762419092,https://www.igdb.com/games/belle-boomerang,"[766196, 184141, 184142, 293919, 457741]",21d8edc4-9456-b353-ce35-6dd4a41f6a40,0,,[49773],"[2058711, 2453457, 3004337, 2031649]",1654214400.0,[136874],"[96217, 106987, 24426, 28070, 113360, 111130, 19150, 20342, 55173, 36198]",,"[1, 17, 268435464, 268435487, 268435488, 536872299]","[50017, 68708]","[381362, 381363, 381364]",,"[122258, 138255]",,,,,,,,,,,,,,,,,,,,,,,,
18563,14867.0,1459448477,,[1],"[5, 33]","[166, 947, 5957]",Parsec,,[129],[4],[574879],[1271557],parsec,"Parsec is a computer game for the Texas Instruments TI-99/4A. Perhaps the best-remembered of all TI-99/4A games, it is a side-scrolling shooter, programmed in 1982 by Jim Dramis (who also programmed the popular TI-99/4A games Car Wars and Munch Man) and Paul Urbanus.

The player in Parsec pilots a spaceship through sixteen differently-colored levels of play which scroll horizontally over the screen. The objective is to avoid being shot by an enemy ship, colliding with any flying object and/or the ground, and destroy all enemy ships without overheating one's laser cannon.

Three waves of fighters attack, alternating with three waves of cruisers. Enemy ships enter the screen one at a time. A ship flying off the left edge of the screen wraps around to the right side and attacks again. A new fighter can appear with others still on the screen, whereas a new cruiser will not come until the previous one is destroyed. The fighters pose only the threat of collision, while the cruisers fire on the player's ship. The fighter types are named Swoopers, LTFs (Light Triangular Fighters), and Saucers. The cruisers are called Urbites, Dramites, and Bynites. Each level ends with an asteroid belt, in which an array of asteroids advance on the ship and must be avoided or shot. At the end of each asteroid belt, any remaining asteroids are cleared away and the color of the ground is changed, then a new wave of Swoopers begins. Starting with level 4, the Swoopers are preceded by a random number of Killer Satellites, which come without the usual computer warning.

The Urbites and Dramites appear to be named after the developers of the game, while the Bynites were apparently named after Don Bynum (the manager of TI's Personal Computer Division) or possibly named after the fact that they have invisibility (by night). In fact, Paul Urbanus signed Internet posts as late as 2005 as ""urbite"".","[1, 18]",1723419217,https://www.igdb.com/games/parsec,[352576],54c9edda-1960-8507-1579-e5e0aac87f9e,0,,,"[152894, 59036, 1709730]",410140800.0,[34257],"[111846, 43367, 55038, 22799, 105269, 68286, 107318, 103301, 57187, 113362]",,"[1, 18, 268435461, 268435489, 536871078, 536871859, 536876869]",[109440],"[939532, 1051419]",,,,,,,,,,,,,,,,,,,,,,,,,,
237944,287492.0,1676457709,,[1],[13],,Train Sim World 3: Amtrak's Acela,213113.0,[6],,[668903],"[995207, 995211, 995212, 995209, 995213, 995206, 995208, 995210]",train-sim-world-3-amtraks-acela,"America's Fastest Train! Race along Northeast Corridor rails in iconic style, reaching incredible speeds through multiple states and suburbs. “Train approaching, please remain behind yellow line”, Amtrak's Acela blasts into Train Sim World 3!",,1757952423,https://www.igdb.com/games/train-sim-world-3-amtraks-acela,"[743311, 530937]",e767f884-aa62-c024-b476-812316322c2e,1,,[102690],"[2674196, 2677586]",1676937600.0,,"[101573, 105264, 115738, 17613, 112754, 87485, 100794, 36346, 65827, 76340]",,[268435469],,"[630711, 630713, 630715, 630716, 630717, 630725, 630712, 630714, 630718, 630719, 630720, 630721, 630723, 630722, 630724]",,"[122931, 122932, 139958]",,,,,,,,,,,,"[239255, 239256]",,,,,,,,,,,,
156296,354858.0,1626227634,,"[1, 2]",[13],,DCS World: Flaming Cliffs 3,3769.0,[6],"[1, 2]",[592606],"[527783, 527796, 527793, 527798, 527821, 527827, 527826, 527817, 527825, 527822, 527824, 527823, 527816, 527820, 527818, 527801, 527814, 527803, 527812, 527807, 527805, 527786, 527790, 527788, 527811, 527809]",dcs-world-flaming-cliffs-3,"DCS World: Flaming Cliffs 3 is the next evolution of the Flaming Cliffs series that operates with DCS World. FC3 features the F-15C, A-10A, Su-27, Su-33, MiG-29A, MiG-29S and Su-25. The FC3 aircraft provide an easy learning curve for new players and focuses on a broad range of aircraft rather than a detailed single aircraft.",,1757138773,https://www.igdb.com/games/dcs-world-flaming-cliffs-3,"[198985, 700143]",2488e1b1-2395-e477-e30b-b42acc13f2c5,1,"[163694, 163695, 163696]",,[2038986],1352332800.0,[297317],"[101573, 105264, 115738, 17613, 112754, 87485, 100794, 36346, 65827, 76340]",,[268435469],[136084],"[276939, 276936, 276934, 276937, 276940, 276938, 276925, 276926, 276927, 276928, 276930, 276929, 276932, 276931, 276935, 276933]",[3416],,,,,,,,,,,8.0,8.0,,,,,,,,,,,,,
103877,486539.0,1529583451,,[1],,[49380],Gnumz: Arcane Power,,[6],,[578294],,gnumz-arcane-power,,,1757387491,https://www.igdb.com/games/gnumz-arcane-power,[413943],cf2074ef-0a27-e95b-7ee6-b860d739497d,0,[150046],,"[1025202, 1956689]",1496016000.0,[260119],"[53982, 365523, 365509, 365472, 365471, 365470, 365469, 365468, 355807, 341616]",,[536920292],,[955969],[12764],,,,,,,,,,,,,,,,,,,,,,,,,
305989,454979.0,1718619183,[982],[2],[12],"[4484, 25341, 26834, 38723, 42870]",AneeMate,,[6],[2],[607546],"[1522631, 1526046, 1526044, 1526047, 1522629, 1522630, 1526048]",aneemate,"AneeMate is a PvPvE creature extraction shooter where survival means more than just staying alive—you must rescue, evolve, and fight for the future of the AneeMates. Built in Unreal Engine 5, this high-intensity adventure blends exploration, combat, and AI-driven strategy, creating a dynamic and unpredictable battleground.

Explore, Catch, Level Up—Decide the Fate of AneeMates",[17],1762429533,https://www.igdb.com/games/aneemate,"[646382, 646386, 646380, 646384, 646385, 650399, 646381]",0600207d-93f0-1800-5186-2096d3a9d914,0,,[166853],"[3021543, 2928039]",1719705600.0,[318544],"[115653, 23651, 49414, 96217, 19404, 37382, 54775, 106987, 99118, 113910]",,"[17, 268435468, 536875396, 536896253, 536897746, 536909635, 536913782]","[148820, 148821, 148822, 148823]","[1025953, 1236249]",,[209761],,,,89.77777777777777,21.0,,89.77777777777777,21.0,,4.0,4.0,,,,,,,,,,,,,
336919,477890.0,1743022773,[982],[1],"[8, 32]","[1387, 4275, 7545, 24685, 25480, 31502, 38856, 38897]",Midio!,,[6],"[2, 3]",[779653],[1487414],midio,"MiDiO! is a cozy decoration game, creature collector and platformer! Build and share your own DIO room or view and explore others! Connect with Twitch and let your audience collect cute little critters you can interact with!",[33],1756992713,https://www.igdb.com/games/midio,"[721861, 726920, 721859, 721860, 816588]",499ea2c9-db6b-5b10-fe79-54cb82931d44,0,"[169826, 178844]",[181680],"[2996659, 2995469]",1753920000.0,[313077],"[37419, 51577, 113360, 34823, 55689, 24426, 26574, 20342, 55190, 55173]",,"[33, 268435464, 268435488, 536872299, 536875187, 536878457, 536895597, 536896392, 536902414, 536909768, 536909809]",[144336],"[1188923, 1188924, 1188925]",,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,
33262,75752.0,1495739027,,"[1, 2]","[5, 32, 33]",[9],Mad Bullets,,"[6, 130]",[1],"[172146, 338955, 77737]","[58380, 58381, 314703, 58378, 58379, 58377, 314701, 314702, 314705, 314699, 314700, 314704]",mad-bullets,"Mad Bullets, the wackiest shooter is here to put your reflexes and laughing muscles to an intensive test. You can forget about boring stories, complicated controls and irritating tutorials, and jump right into a mind blowing, high-speed action. Now is the time to become the hero of the Wild West and shoot your way up to the top of the leaderboards! Do you think you have what it takes to face a real challenge?",[1],1762760555,https://www.igdb.com/games/mad-bullets,"[110815, 760228, 110814, 110151, 110150, 438942, 33483]",daa28a4d-0819-1ac7-1ef6-4b4edf885ce8,0,,"[7597, 7596, 7594, 7588, 7587, 7586, 7590, 7595, 7593, 7592, 7591, 7589]","[1747550, 5531, 1982865]",1465516800.0,[80775],"[43367, 32902, 113895, 119493, 105269, 107318, 111130, 102868, 47823, 56033]",,"[1, 268435461, 268435488, 268435489, 536870921]",[28482],"[23319, 23320, 23321]",,"[53079, 40835]",,,,80.0,0.0,,80.0,0.0,,,,,,,,,,,,,,,,
67563,49094.0,1505410824,,,,[5380],I did it Mum! Spelling,,[20],,[322821],,i-did-it-mum-spelling,An educational touch-screen game which aims to teach children how to spell.,"[34, 35]",1706286847,https://www.igdb.com/games/i-did-it-mum-spelling,[366143],324014d3-f534-1e68-9b2c-35dd15bb5c48,0,[77271],,"[1879891, 131234]",1289865600.0,[155212],"[48040, 56328, 363807, 342234, 326983, 314371, 313284, 312406, 310664, 300415]",,"[34, 35, 536876292]",,,[4651],,,,,,,,,,,,,,,,,,,,,,,,,
144174,132513.0,1614761830,,[1],[33],,Ascendshaft and Endless Shaft,,[48],[2],"[245851, 245852]","[424698, 424699, 424700, 424701, 424702, 424703]",ascendshaft-and-endless-shaft,"2 games in one Ascendshaft and Endless Shaft

Ascendshaft:
While exploring deep underground caves on an alien planet, worldwide seismic activity triggers a cave in which leaves only one narrow channel of ascent

A tale of action, horror, romance.... and betrayal

Endless Shaft:
Take control of the Perpetually Descending Man as he plummets ever downwards in five never ending shafts, each providing a unique challenge.

Avoid bats, rocks, missiles and more.

Compete to achieve the highest score on the online leaderboards (android version only).

Procedurally generated levels.

Special boulder throw and dive abilities add more nuance to the gameplay than you would expect.

Fearsome boss level to be unlocked.",[1],1762422449,https://www.igdb.com/games/ascendshaft-and-endless-shaft,"[770211, 452701]",5099b6e0-476c-2099-b5f9-6360fd77011d,0,,"[62226, 62227]","[1998792, 2171708, 2583333, 2627523]",1614729600.0,[135980],"[87728, 43367, 90965, 87668, 113895, 112078, 100800, 15851, 117939, 87622]",,"[1, 268435489]",,"[471441, 471442]",,"[33328, 110012, 33327]",,,,,,,,,,,,,,,,,,,,,,,,
120113,167643.0,1561302806,,[1],"[12, 13, 31, 32]",,Alive 2 Survive,,[6],,[427180],"[318066, 318067, 318062, 318064, 318065, 318069, 318068, 318061, 318063]",alive-2-survive,Zombie hordes. Hostile humans. Fight to survive! Swipe your way through life or death decisions where each choice can be the difference between surviving the apocalypse or joining the zombie horde. A swipe-to-survive zombie apocalypse decision making adventure.,,1759159246,https://www.igdb.com/games/alive-2-survive,"[433088, 111124, 111123]",b43898dd-1c8c-11f8-58dd-9f79e414541c,0,,[18562],"[1976730, 1726019]",1570665600.0,[194700],"[29348, 109339, 25311, 35994, 87975, 96217, 106987, 28309, 113402, 103232]",,"[268435468, 268435469, 268435487, 268435488]",,"[527580, 527581, 527579]",,,,,,,,,,,,,,,,,,,,,,,,,,
337335,447908.0,1743261249,,[1],"[12, 15, 32]","[577, 1322, 1697, 23530, 27419]",Mutant Kingdom,,"[6, 14]",[4],"[722205, 722206]","[1493207, 1493210, 1493212, 1493213, 1493214, 1493215, 1493216, 1493217, 1493218, 1493219, 1493220, 1493221, 1493222, 1493223, 1493224, 1493225, 1493226, 1493227]",mutant-kingdom,"Mutant Kingdom thrusts you into a haunting, ever-changing world where survival hinges on clever deckbuilding and tactical exploration. Harness the power of dynamic weather and elemental synergies, discover game-changing items, and unleash adrenaline-pumping combos.",,1758298213,https://www.igdb.com/games/mutant-kingdom,"[874917, 722650]",9ef00732-bb67-81f8-8e50-6b64d531401d,0,,[158741],"[2996030, 2950976]",,,"[19404, 113402, 109339, 25311, 35994, 26574, 26145, 28182, 116992, 96217]",,"[268435468, 268435471, 268435488, 536871489, 536872234, 536872609, 536894442, 536898331]",,"[1198135, 1198136, 1198137]",,,,,,,,,,,,,,,,,,,,,,,,,,
147999,228625.0,1621200778,[13],[1],"[4, 12, 31]","[952, 1065, 1181, 3222, 3730]",Final Sword: Definitive Edition,135636.0,"[167, 130]",,"[250178, 341402, 445297, 367530, 367529]","[450223, 450224, 450225, 450222, 819751, 819756, 819752, 819753, 819754, 819755, 819757, 819758]",final-sword-definitive-edition,"The source of evil, it has brought numerous monster corps. Defeat the source of evil by acquiring various skills and magics through the adventure. You will experience breathtaking battles with real fantasy monsters.",[1],1760541266,https://www.igdb.com/games/final-sword-definitive-edition,"[789885, 292186]",9a12f62a-aea4-7892-e20a-49ae3e7c77fd,10,"[92685, 92686, 92641, 92642, 100886]",[14884],"[2657108, 2598980]",1611187200.0,[176179],"[101608, 96217, 106987, 28309, 80916, 19164, 81249, 55038, 103303, 113360]",,"[1, 268435460, 268435468, 268435487, 536871864, 536871977, 536872093, 536874134, 536874642]",,"[502655, 517650, 517653, 517651, 517652, 517654, 502656, 502657, 502658, 502659, 502654]",[8006],"[54844, 39995, 119438, 75414]",,,,,,,,,"[21456, 14688]",,,,,,,,135636.0,Definitive Edition,,,,,,
376276,504076.0,1762351430,,[1],"[13, 32]","[308, 47461]",Verdure,,[6],[4],[831204],"[1689619, 1689620, 1689622, 1689621, 1689623, 1689624]",verdure,"Shape nature your way in a surreal playground of infinite plants and trees. Tweak their recipes, prune or let them flourish, and save your best creations into an ever growing collection.",[33],1762419259,https://www.igdb.com/games/verdure,"[911979, 911980, 911981]",5c5baff3-9ccf-5479-d418-e38ed5bc4842,0,"[199162, 199163]","[216053, 216054]",[3112212],1762128000.0,[357281],,,,,[1436239],,,,,,,,,,,,,,,,,,,,,,,,,,
139212,115945.0,1601442415,[439],[1],"[12, 31, 32]",,Wild West Survival,,[6],[2],[468593],"[401608, 401609, 401610, 401611, 401612, 401613, 401614, 401604, 401605, 401606, 401607, 401615]",wild-west-survival,"Wild West Survival is an open world sandbox game where you survive by crafting, building, hunting, farming, fishing, and mining.","[1, 21, 33, 38]",1756993372,https://www.igdb.com/games/wild-west-survival,"[154569, 154570, 154571, 154572, 154573, 154574, 419589]",3144dc92-7af6-1cc5-5650-1b85da28ba52,0,,[50747],"[1962617, 2044074]",1596240000.0,[109334],"[26574, 17548, 10776, 113360, 109339, 25300, 96217, 29348, 106987, 9243]",,"[21, 33, 38, 268435468, 268435487, 268435488]",,"[525024, 525025]",,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,
314797,411840.0,1724681686,[64],[1],[5],,Lab,,,[1],,"[1386661, 1386662]",lab--1,"Explore and escape a mutant infested lab. Collect weapons, health and armor upgrades and fight and try to survive the onslaught!",[1],1757257155,https://www.igdb.com/games/lab--1,[667880],a1bf275c-1440-737b-8d22-2e79dbed0354,0,[157129],,[2950115],,,"[95340, 38030, 32902, 119177, 106805, 103302, 43367, 95308, 520, 28751]",,"[1, 268435461]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
306029,390385.0,1718670248,[982],"[1, 2, 3]","[31, 32]","[577, 1836, 17872]",Department of Collections,,[6],[1],,"[1523357, 1523358, 1523359, 1523360, 1523361, 1523362, 1523363, 1523364, 1523365, 1523366, 1523367, 1523355, 1523356]",department-of-collections,A tasked based procedural online co-op sci-fi horror game that can be played both casually or more hardcore,"[1, 18, 19]",1762429531,https://www.igdb.com/games/department-of-collections,"[646043, 646039, 646041, 646042]",bee45130-5138-13a4-872f-6c6f3cedc50f,0,,[166408],"[2942367, 2925085]",,[270994],"[111130, 17130, 55282, 13189, 110737, 114455, 27266, 25646, 25222, 13200]",,"[18, 19, 268435488, 536871489, 536872748, 536888784]","[116607, 116608]","[1233236, 1233237]",,,,,,,,,,,,2.0,2.0,,,,[28615],,,,,,,,,
